id,component,material_category,design_code,design_name,finish,texture,color_family,application
257,Marble Flooring,Marble,INT-10257,Yellow Marble Flooring Style 257,Natural,Stone,Yellow,Living Room
258,Decor Panel,Panel,INT-10258,Green Decor Panel Style 258,High Gloss,Smooth,Green,Kitchen
259,Ceiling Panel,Panel,INT-10259,Black Ceiling Panel Style 259,Gloss,Pattern,Black,Dining
260,Wall Panel,Panel,INT-10260,Mustard Wall Panel Style 260,High Gloss,Pattern,Mustard,Lobby
261,False Ceiling,Gypsum,INT-10261,Black False Ceiling Style 261,Natural,Woodgrain,Black,Office
262,Wall Panel,Panel,INT-10262,Green Wall Panel Style 262,Polished,Linear,Green,Bedroom
263,Decor Panel,Panel,INT-10263,Black Decor Panel Style 263,High Gloss,Smooth,Black,Lobby
264,Ceiling Panel,Panel,INT-10264,Red Ceiling Panel Style 264,Gloss,Woodgrain,Red,Living Room
265,Wardrobe Finish,Laminate,INT-10265,Mustard Wardrobe Finish Style 265,Textured,Marble,Mustard,Office
266,Kitchen Cabinet,Laminate,INT-10266,Ivory Kitchen Cabinet Style 266,Polished,Stone,Ivory,Kitchen
267,Kitchen Countertop,Stone,INT-10267,Grey Kitchen Countertop Style 267,Natural,Pattern,Grey,Bathroom
268,Wardrobe Panel,Panel,INT-10268,Terracotta Wardrobe Panel Style 268,Natural,Smooth,Terracotta,Lobby
269,Marble Flooring,Marble,INT-10269,Mustard Marble Flooring Style 269,Satin,Pattern,Mustard,Bedroom
270,Ceiling Panel,Panel,INT-10270,Beige Ceiling Panel Style 270,Textured,Smooth,Beige,Living Room
271,TV Unit Panel,Panel,INT-10271,Blue TV Unit Panel Style 271,High Gloss,Smooth,Blue,Office
272,Ceiling Panel,Panel,INT-10272,Navy Ceiling Panel Style 272,Matte,Woodgrain,Navy,Bathroom
273,TV Unit Panel,Panel,INT-10273,Blue TV Unit Panel Style 273,Textured,Linear,Blue,Living Room
274,Wall Panel,Panel,INT-10274,Red Wall Panel Style 274,Natural,Concrete,Red,Lobby
275,Ceiling Panel,Panel,INT-10275,Black Ceiling Panel Style 275,Textured,Fabric,Black,Bedroom
276,Wardrobe Finish,Laminate,INT-10276,Charcoal Wardrobe Finish Style 276,Gloss,Linear,Charcoal,Dining
277,Decor Panel,Panel,INT-10277,Black Decor Panel Style 277,Matte,Woodgrain,Black,Bedroom
278,Glass Partition,Glass,INT-10278,Yellow Glass Partition Style 278,Polished,Stone,Yellow,Lobby
279,Floor Tile,Tile,INT-10279,Green Floor Tile Style 279,Polished,Smooth,Green,Office
280,Wallpaper,Wallpaper,INT-10280,Yellow Wallpaper Style 280,Polished,Smooth,Yellow,Bedroom
281,Glass Partition,Glass,INT-10281,Red Glass Partition Style 281,Polished,Woodgrain,Red,Kitchen
282,Wardrobe Panel,Panel,INT-10282,Olive Wardrobe Panel Style 282,High Gloss,Linear,Olive,Bedroom
283,Floor Tile,Tile,INT-10283,Teak Floor Tile Style 283,Natural,Concrete,Teak,Office
284,TV Unit Panel,Panel,INT-10284,Beige TV Unit Panel Style 284,Matte,Marble,Beige,Bathroom
285,TV Unit Panel,Panel,INT-10285,Charcoal TV Unit Panel Style 285,Matte,Concrete,Charcoal,Bathroom
286,Kitchen Countertop,Stone,INT-10286,Olive Kitchen Countertop Style 286,Textured,Linear,Olive,Living Room
287,TV Unit Panel,Panel,INT-10287,White TV Unit Panel Style 287,Textured,Stone,White,Dining
288,Table Surface,Wood,INT-10288,Red Table Surface Style 288,Satin,Marble,Red,Bathroom
289,Marble Flooring,Marble,INT-10289,Teak Marble Flooring Style 289,Textured,Concrete,Teak,Office
290,Wood Flooring,Wood,INT-10290,Oak Wood Flooring Style 290,Textured,Smooth,Oak,Lobby
291,Decor Panel,Panel,INT-10291,Cream Decor Panel Style 291,Satin,Linear,Cream,Lobby
292,Decor Panel,Panel,INT-10292,Black Decor Panel Style 292,Polished,Fabric,Black,Living Room
293,Kitchen Countertop,Stone,INT-10293,Olive Kitchen Countertop Style 293,Textured,Marble,Olive,Office
294,Wall Panel,Panel,INT-10294,Cream Wall Panel Style 294,Polished,Stone,Cream,Living Room
295,Glass Partition,Glass,INT-10295,Black Glass Partition Style 295,Satin,Pattern,Black,Lobby
296,Ceiling Panel,Panel,INT-10296,Blue Ceiling Panel Style 296,Matte,Woodgrain,Blue,Bedroom
297,Marble Flooring,Marble,INT-10297,Sand Marble Flooring Style 297,Natural,Woodgrain,Sand,Living Room
298,Kitchen Cabinet,Laminate,INT-10298,Yellow Kitchen Cabinet Style 298,Polished,Smooth,Yellow,Kitchen
299,Sofa Fabric,Fabric,INT-10299,Red Sofa Fabric Style 299,Textured,Smooth,Red,Kitchen
300,Wood Flooring,Wood,INT-10300,Olive Wood Flooring Style 300,Natural,Woodgrain,Olive,Living Room
301,Decor Panel,Panel,INT-10301,Mahogany Decor Panel Style 301,Matte,Linear,Mahogany,Bedroom
302,Table Surface,Wood,INT-10302,Sand Table Surface Style 302,Polished,Smooth,Sand,Kitchen
303,Marble Flooring,Marble,INT-10303,White Marble Flooring Style 303,Polished,Woodgrain,White,Kitchen
304,Wall Paint,Paint,INT-10304,Yellow Wall Paint Style 304,Satin,Linear,Yellow,Dining
305,Kitchen Countertop,Stone,INT-10305,Beige Kitchen Countertop Style 305,High Gloss,Smooth,Beige,Living Room
306,Chair Fabric,Fabric,INT-10306,Mustard Chair Fabric Style 306,Gloss,Woodgrain,Mustard,Living Room
307,Wardrobe Finish,Laminate,INT-10307,Green Wardrobe Finish Style 307,Textured,Marble,Green,Lobby
308,Wardrobe Panel,Panel,INT-10308,Olive Wardrobe Panel Style 308,Textured,Fabric,Olive,Lobby
309,Sofa Fabric,Fabric,INT-10309,Red Sofa Fabric Style 309,Matte,Pattern,Red,Living Room
310,Table Surface,Wood,INT-10310,Charcoal Table Surface Style 310,High Gloss,Linear,Charcoal,Kitchen
311,Wall Panel,Panel,INT-10311,Terracotta Wall Panel Style 311,Gloss,Woodgrain,Terracotta,Living Room
312,Wall Paint,Paint,INT-10312,Mustard Wall Paint Style 312,Natural,Linear,Mustard,Office
313,Decor Panel,Panel,INT-10313,Olive Decor Panel Style 313,Matte,Concrete,Olive,Lobby
314,Wardrobe Finish,Laminate,INT-10314,Grey Wardrobe Finish Style 314,High Gloss,Linear,Grey,Office
315,Glass Partition,Glass,INT-10315,Mustard Glass Partition Style 315,Natural,Woodgrain,Mustard,Kitchen
316,Chair Fabric,Fabric,INT-10316,Walnut Chair Fabric Style 316,Polished,Marble,Walnut,Bathroom
317,Sofa Fabric,Fabric,INT-10317,Mustard Sofa Fabric Style 317,Matte,Smooth,Mustard,Lobby
318,Marble Flooring,Marble,INT-10318,Charcoal Marble Flooring Style 318,Gloss,Concrete,Charcoal,Bathroom
319,Table Surface,Wood,INT-10319,Ivory Table Surface Style 319,Textured,Concrete,Ivory,Living Room
320,Ceiling Panel,Panel,INT-10320,Ivory Ceiling Panel Style 320,Satin,Smooth,Ivory,Bathroom
321,Decor Panel,Panel,INT-10321,Teak Decor Panel Style 321,Natural,Stone,Teak,Lobby
322,Decor Panel,Panel,INT-10322,Yellow Decor Panel Style 322,Satin,Pattern,Yellow,Office
323,Kitchen Cabinet,Laminate,INT-10323,Grey Kitchen Cabinet Style 323,Matte,Smooth,Grey,Office
324,Ceiling Panel,Panel,INT-10324,Light Oak Ceiling Panel Style 324,Matte,Woodgrain,Light Oak,Living Room
325,Wallpaper,Wallpaper,INT-10325,Teak Wallpaper Style 325,High Gloss,Woodgrain,Teak,Dining
326,Wallpaper,Wallpaper,INT-10326,Sand Wallpaper Style 326,Polished,Concrete,Sand,Dining
327,Wardrobe Panel,Panel,INT-10327,Walnut Wardrobe Panel Style 327,Natural,Marble,Walnut,Bedroom
328,Wallpaper,Wallpaper,INT-10328,Black Wallpaper Style 328,Gloss,Woodgrain,Black,Bedroom
329,Ceiling Panel,Panel,INT-10329,White Ceiling Panel Style 329,Matte,Fabric,White,Dining
330,Wood Flooring,Wood,INT-10330,Light Oak Wood Flooring Style 330,High Gloss,Linear,Light Oak,Office
331,Marble Flooring,Marble,INT-10331,Olive Marble Flooring Style 331,Textured,Fabric,Olive,Bathroom
332,Kitchen Cabinet,Laminate,INT-10332,White Kitchen Cabinet Style 332,Polished,Marble,White,Office
333,Wall Panel,Panel,INT-10333,Red Wall Panel Style 333,Matte,Pattern,Red,Office
334,TV Unit Panel,Panel,INT-10334,Cream TV Unit Panel Style 334,Polished,Linear,Cream,Office
335,Decor Panel,Panel,INT-10335,Green Decor Panel Style 335,High Gloss,Linear,Green,Bathroom
336,Chair Fabric,Fabric,INT-10336,Mahogany Chair Fabric Style 336,Natural,Fabric,Mahogany,Lobby
337,Floor Tile,Tile,INT-10337,Light Oak Floor Tile Style 337,High Gloss,Linear,Light Oak,Bathroom
338,Chair Fabric,Fabric,INT-10338,Grey Chair Fabric Style 338,Natural,Concrete,Grey,Dining
339,Wardrobe Finish,Laminate,INT-10339,White Wardrobe Finish Style 339,High Gloss,Linear,White,Bedroom
340,Wallpaper,Wallpaper,INT-10340,Blue Wallpaper Style 340,Textured,Woodgrain,Blue,Kitchen
341,Wall Panel,Panel,INT-10341,Red Wall Panel Style 341,Textured,Fabric,Red,Lobby
342,Wardrobe Panel,Panel,INT-10342,Blue Wardrobe Panel Style 342,Gloss,Pattern,Blue,Kitchen
343,Marble Flooring,Marble,INT-10343,Green Marble Flooring Style 343,High Gloss,Stone,Green,Office
344,TV Unit Panel,Panel,INT-10344,Terracotta TV Unit Panel Style 344,Matte,Marble,Terracotta,Bathroom
345,Wardrobe Finish,Laminate,INT-10345,Navy Wardrobe Finish Style 345,Matte,Pattern,Navy,Living Room
346,Glass Partition,Glass,INT-10346,White Glass Partition Style 346,Satin,Stone,White,Living Room
347,Decor Panel,Panel,INT-10347,Olive Decor Panel Style 347,Natural,Marble,Olive,Lobby
348,Wardrobe Panel,Panel,INT-10348,Terracotta Wardrobe Panel Style 348,Natural,Concrete,Terracotta,Kitchen
349,False Ceiling,Gypsum,INT-10349,Terracotta False Ceiling Style 349,High Gloss,Smooth,Terracotta,Living Room
350,Table Surface,Wood,INT-10350,Black Table Surface Style 350,Textured,Woodgrain,Black,Living Room
351,Wardrobe Finish,Laminate,INT-10351,Teak Wardrobe Finish Style 351,Natural,Pattern,Teak,Kitchen
352,Wardrobe Panel,Panel,INT-10352,Grey Wardrobe Panel Style 352,Polished,Stone,Grey,Kitchen
353,Wall Paint,Paint,INT-10353,Beige Wall Paint Style 353,Matte,Linear,Beige,Bedroom
354,Table Surface,Wood,INT-10354,Beige Table Surface Style 354,High Gloss,Linear,Beige,Lobby
355,Wood Flooring,Wood,INT-10355,Light Oak Wood Flooring Style 355,Gloss,Smooth,Light Oak,Bathroom
356,Wardrobe Finish,Laminate,INT-10356,Navy Wardrobe Finish Style 356,Natural,Woodgrain,Navy,Bathroom
357,Floor Tile,Tile,INT-10357,Olive Floor Tile Style 357,Natural,Linear,Olive,Bathroom
358,Table Surface,Wood,INT-10358,Oak Table Surface Style 358,Satin,Marble,Oak,Bathroom
359,Chair Fabric,Fabric,INT-10359,Navy Chair Fabric Style 359,Gloss,Fabric,Navy,Bathroom
360,Marble Flooring,Marble,INT-10360,Navy Marble Flooring Style 360,Textured,Linear,Navy,Bedroom
361,Wardrobe Panel,Panel,INT-10361,Red Wardrobe Panel Style 361,Matte,Marble,Red,Kitchen
362,Wall Panel,Panel,INT-10362,Black Wall Panel Style 362,Natural,Stone,Black,Bedroom
363,Wardrobe Panel,Panel,INT-10363,Ivory Wardrobe Panel Style 363,Matte,Linear,Ivory,Bathroom
364,Floor Tile,Tile,INT-10364,Red Floor Tile Style 364,Textured,Woodgrain,Red,Office
365,Wardrobe Finish,Laminate,INT-10365,Beige Wardrobe Finish Style 365,Matte,Marble,Beige,Bathroom
366,Wall Panel,Panel,INT-10366,Mustard Wall Panel Style 366,High Gloss,Smooth,Mustard,Kitchen
367,Kitchen Cabinet,Laminate,INT-10367,Teak Kitchen Cabinet Style 367,High Gloss,Marble,Teak,Dining
368,Wall Panel,Panel,INT-10368,Charcoal Wall Panel Style 368,Gloss,Pattern,Charcoal,Living Room
369,Table Surface,Wood,INT-10369,Light Oak Table Surface Style 369,Textured,Linear,Light Oak,Kitchen
370,Decor Panel,Panel,INT-10370,Light Oak Decor Panel Style 370,Satin,Concrete,Light Oak,Living Room
371,Wall Panel,Panel,INT-10371,Beige Wall Panel Style 371,Gloss,Linear,Beige,Bathroom
372,Wardrobe Panel,Panel,INT-10372,Blue Wardrobe Panel Style 372,High Gloss,Smooth,Blue,Dining
373,Wardrobe Panel,Panel,INT-10373,White Wardrobe Panel Style 373,Satin,Linear,White,Lobby
374,Ceiling Panel,Panel,INT-10374,Cream Ceiling Panel Style 374,Satin,Concrete,Cream,Living Room
375,Wardrobe Finish,Laminate,INT-10375,Grey Wardrobe Finish Style 375,Gloss,Smooth,Grey,Bedroom
376,Wall Paint,Paint,INT-10376,Cream Wall Paint Style 376,Satin,Marble,Cream,Bedroom
377,Wall Panel,Panel,INT-10377,Beige Wall Panel Style 377,Matte,Woodgrain,Beige,Bathroom
378,Kitchen Cabinet,Laminate,INT-10378,Red Kitchen Cabinet Style 378,Satin,Woodgrain,Red,Office
379,Sofa Fabric,Fabric,INT-10379,Green Sofa Fabric Style 379,Satin,Stone,Green,Bedroom
380,Sofa Fabric,Fabric,INT-10380,White Sofa Fabric Style 380,High Gloss,Fabric,White,Office
381,TV Unit Panel,Panel,INT-10381,Red TV Unit Panel Style 381,Gloss,Concrete,Red,Bathroom
382,Floor Tile,Tile,INT-10382,Light Oak Floor Tile Style 382,Textured,Smooth,Light Oak,Lobby
383,Table Surface,Wood,INT-10383,White Table Surface Style 383,Matte,Stone,White,Dining
384,Sofa Fabric,Fabric,INT-10384,Teak Sofa Fabric Style 384,Textured,Smooth,Teak,Lobby
385,TV Unit Panel,Panel,INT-10385,Terracotta TV Unit Panel Style 385,Matte,Marble,Terracotta,Dining
386,Ceiling Panel,Panel,INT-10386,Ivory Ceiling Panel Style 386,Matte,Stone,Ivory,Bathroom
387,Sofa Fabric,Fabric,INT-10387,Beige Sofa Fabric Style 387,Gloss,Pattern,Beige,Living Room
388,Wardrobe Panel,Panel,INT-10388,Yellow Wardrobe Panel Style 388,Matte,Linear,Yellow,Office
389,Decor Panel,Panel,INT-10389,White Decor Panel Style 389,Natural,Fabric,White,Lobby
390,Table Surface,Wood,INT-10390,Mahogany Table Surface Style 390,High Gloss,Concrete,Mahogany,Office
391,Wood Flooring,Wood,INT-10391,Grey Wood Flooring Style 391,Matte,Stone,Grey,Bathroom
392,Wardrobe Finish,Laminate,INT-10392,Black Wardrobe Finish Style 392,Polished,Marble,Black,Bedroom
393,Wardrobe Finish,Laminate,INT-10393,Oak Wardrobe Finish Style 393,Satin,Linear,Oak,Living Room
394,Wall Paint,Paint,INT-10394,Green Wall Paint Style 394,Natural,Woodgrain,Green,Office
395,TV Unit Panel,Panel,INT-10395,Red TV Unit Panel Style 395,Gloss,Smooth,Red,Dining
396,Chair Fabric,Fabric,INT-10396,Teak Chair Fabric Style 396,Gloss,Fabric,Teak,Office
397,Ceiling Panel,Panel,INT-10397,Beige Ceiling Panel Style 397,Natural,Stone,Beige,Kitchen
398,TV Unit Panel,Panel,INT-10398,Grey TV Unit Panel Style 398,Polished,Fabric,Grey,Living Room
399,Wardrobe Panel,Panel,INT-10399,Terracotta Wardrobe Panel Style 399,Gloss,Woodgrain,Terracotta,Kitchen
400,Wallpaper,Wallpaper,INT-10400,Black Wallpaper Style 400,Polished,Stone,Black,Lobby
401,Table Surface,Wood,INT-10401,Grey Table Surface Style 401,Gloss,Concrete,Grey,Lobby
402,Wardrobe Finish,Laminate,INT-10402,Charcoal Wardrobe Finish Style 402,High Gloss,Concrete,Charcoal,Kitchen
403,Table Surface,Wood,INT-10403,Olive Table Surface Style 403,Matte,Stone,Olive,Bathroom
404,Decor Panel,Panel,INT-10404,Charcoal Decor Panel Style 404,Gloss,Woodgrain,Charcoal,Kitchen
405,Ceiling Panel,Panel,INT-10405,White Ceiling Panel Style 405,Matte,Smooth,White,Bedroom
406,Table Surface,Wood,INT-10406,Yellow Table Surface Style 406,High Gloss,Woodgrain,Yellow,Dining
407,Wardrobe Panel,Panel,INT-10407,Red Wardrobe Panel Style 407,Natural,Smooth,Red,Dining
408,Kitchen Countertop,Stone,INT-10408,Terracotta Kitchen Countertop Style 408,Polished,Marble,Terracotta,Bathroom
409,Table Surface,Wood,INT-10409,Oak Table Surface Style 409,Gloss,Smooth,Oak,Office
410,Wall Panel,Panel,INT-10410,Mustard Wall Panel Style 410,Satin,Smooth,Mustard,Lobby
411,Wardrobe Panel,Panel,INT-10411,Olive Wardrobe Panel Style 411,Gloss,Smooth,Olive,Office
412,Ceiling Panel,Panel,INT-10412,Blue Ceiling Panel Style 412,Natural,Stone,Blue,Living Room
413,Kitchen Cabinet,Laminate,INT-10413,Mustard Kitchen Cabinet Style 413,Satin,Woodgrain,Mustard,Bedroom
414,Wood Flooring,Wood,INT-10414,Beige Wood Flooring Style 414,Satin,Marble,Beige,Bathroom
415,Wallpaper,Wallpaper,INT-10415,Terracotta Wallpaper Style 415,Matte,Fabric,Terracotta,Office
416,TV Unit Panel,Panel,INT-10416,Terracotta TV Unit Panel Style 416,Textured,Smooth,Terracotta,Bathroom
417,Glass Partition,Glass,INT-10417,Grey Glass Partition Style 417,High Gloss,Pattern,Grey,Lobby
418,Wall Panel,Panel,INT-10418,White Wall Panel Style 418,Matte,Stone,White,Dining
419,Wardrobe Panel,Panel,INT-10419,Black Wardrobe Panel Style 419,Polished,Linear,Black,Office
420,Wall Panel,Panel,INT-10420,Beige Wall Panel Style 420,Matte,Marble,Beige,Bathroom
421,Ceiling Panel,Panel,INT-10421,Beige Ceiling Panel Style 421,Polished,Fabric,Beige,Kitchen
422,Table Surface,Wood,INT-10422,Light Oak Table Surface Style 422,Natural,Fabric,Light Oak,Kitchen
423,Kitchen Cabinet,Laminate,INT-10423,Beige Kitchen Cabinet Style 423,Polished,Fabric,Beige,Kitchen
424,Chair Fabric,Fabric,INT-10424,Grey Chair Fabric Style 424,Gloss,Fabric,Grey,Living Room
425,Kitchen Countertop,Stone,INT-10425,Teak Kitchen Countertop Style 425,Natural,Fabric,Teak,Lobby
426,Wood Flooring,Wood,INT-10426,Terracotta Wood Flooring Style 426,Matte,Stone,Terracotta,Kitchen
427,Wall Panel,Panel,INT-10427,Mustard Wall Panel Style 427,Satin,Smooth,Mustard,Office
428,Kitchen Countertop,Stone,INT-10428,Navy Kitchen Countertop Style 428,Satin,Smooth,Navy,Lobby
429,TV Unit Panel,Panel,INT-10429,Oak TV Unit Panel Style 429,High Gloss,Stone,Oak,Bathroom
430,Table Surface,Wood,INT-10430,Olive Table Surface Style 430,Matte,Linear,Olive,Office
431,Floor Tile,Tile,INT-10431,Olive Floor Tile Style 431,Textured,Linear,Olive,Bathroom
432,Marble Flooring,Marble,INT-10432,Grey Marble Flooring Style 432,High Gloss,Fabric,Grey,Dining
433,Wallpaper,Wallpaper,INT-10433,Terracotta Wallpaper Style 433,Natural,Marble,Terracotta,Kitchen
434,False Ceiling,Gypsum,INT-10434,Green False Ceiling Style 434,Polished,Stone,Green,Lobby
435,Wall Panel,Panel,INT-10435,Beige Wall Panel Style 435,High Gloss,Pattern,Beige,Lobby
436,Glass Partition,Glass,INT-10436,Navy Glass Partition Style 436,Satin,Marble,Navy,Bathroom
437,Wallpaper,Wallpaper,INT-10437,Navy Wallpaper Style 437,Textured,Pattern,Navy,Kitchen
438,Kitchen Countertop,Stone,INT-10438,Black Kitchen Countertop Style 438,Satin,Concrete,Black,Bathroom
439,Wardrobe Finish,Laminate,INT-10439,Mahogany Wardrobe Finish Style 439,Polished,Marble,Mahogany,Bathroom
440,Wood Flooring,Wood,INT-10440,Olive Wood Flooring Style 440,Textured,Linear,Olive,Dining
441,Chair Fabric,Fabric,INT-10441,Teak Chair Fabric Style 441,Matte,Stone,Teak,Bedroom
442,Wallpaper,Wallpaper,INT-10442,Black Wallpaper Style 442,Satin,Concrete,Black,Dining
443,Wallpaper,Wallpaper,INT-10443,Mahogany Wallpaper Style 443,Matte,Fabric,Mahogany,Dining
444,Glass Partition,Glass,INT-10444,Mahogany Glass Partition Style 444,Gloss,Woodgrain,Mahogany,Bedroom
445,Sofa Fabric,Fabric,INT-10445,Charcoal Sofa Fabric Style 445,High Gloss,Stone,Charcoal,Living Room
446,Glass Partition,Glass,INT-10446,Mahogany Glass Partition Style 446,Textured,Smooth,Mahogany,Dining
447,Decor Panel,Panel,INT-10447,Grey Decor Panel Style 447,Gloss,Linear,Grey,Bathroom
448,Sofa Fabric,Fabric,INT-10448,Cream Sofa Fabric Style 448,High Gloss,Fabric,Cream,Kitchen
449,Floor Tile,Tile,INT-10449,Charcoal Floor Tile Style 449,Gloss,Pattern,Charcoal,Bathroom
450,TV Unit Panel,Panel,INT-10450,Terracotta TV Unit Panel Style 450,Natural,Marble,Terracotta,Office
451,Chair Fabric,Fabric,INT-10451,Beige Chair Fabric Style 451,Matte,Stone,Beige,Lobby
452,False Ceiling,Gypsum,INT-10452,Grey False Ceiling Style 452,Polished,Stone,Grey,Lobby
453,Wardrobe Panel,Panel,INT-10453,Terracotta Wardrobe Panel Style 453,Natural,Pattern,Terracotta,Bedroom
454,Kitchen Cabinet,Laminate,INT-10454,White Kitchen Cabinet Style 454,Natural,Linear,White,Dining
455,Wardrobe Panel,Panel,INT-10455,Mahogany Wardrobe Panel Style 455,Polished,Concrete,Mahogany,Dining
456,Decor Panel,Panel,INT-10456,Mustard Decor Panel Style 456,Gloss,Fabric,Mustard,Office
457,Wall Panel,Panel,INT-10457,Green Wall Panel Style 457,Satin,Marble,Green,Dining
458,False Ceiling,Gypsum,INT-10458,Teak False Ceiling Style 458,Gloss,Marble,Teak,Lobby
459,Marble Flooring,Marble,INT-10459,Charcoal Marble Flooring Style 459,Textured,Pattern,Charcoal,Lobby
460,Wood Flooring,Wood,INT-10460,Teak Wood Flooring Style 460,Polished,Woodgrain,Teak,Office
461,Wallpaper,Wallpaper,INT-10461,Yellow Wallpaper Style 461,Natural,Linear,Yellow,Bathroom
462,Chair Fabric,Fabric,INT-10462,Yellow Chair Fabric Style 462,Polished,Stone,Yellow,Office
463,Floor Tile,Tile,INT-10463,Sand Floor Tile Style 463,Gloss,Smooth,Sand,Kitchen
464,Marble Flooring,Marble,INT-10464,Ivory Marble Flooring Style 464,Natural,Woodgrain,Ivory,Bedroom
465,Kitchen Countertop,Stone,INT-10465,Oak Kitchen Countertop Style 465,Satin,Stone,Oak,Office
466,Decor Panel,Panel,INT-10466,Red Decor Panel Style 466,Natural,Concrete,Red,Lobby
467,Table Surface,Wood,INT-10467,Olive Table Surface Style 467,Natural,Concrete,Olive,Living Room
468,Floor Tile,Tile,INT-10468,Yellow Floor Tile Style 468,High Gloss,Linear,Yellow,Dining
469,Ceiling Panel,Panel,INT-10469,Terracotta Ceiling Panel Style 469,Natural,Linear,Terracotta,Bedroom
470,Chair Fabric,Fabric,INT-10470,Navy Chair Fabric Style 470,Matte,Pattern,Navy,Lobby
471,Glass Partition,Glass,INT-10471,Green Glass Partition Style 471,High Gloss,Pattern,Green,Bedroom
472,Wallpaper,Wallpaper,INT-10472,Charcoal Wallpaper Style 472,High Gloss,Woodgrain,Charcoal,Bedroom
473,Decor Panel,Panel,INT-10473,Terracotta Decor Panel Style 473,Matte,Marble,Terracotta,Bedroom
474,TV Unit Panel,Panel,INT-10474,Teak TV Unit Panel Style 474,Matte,Pattern,Teak,Bedroom
475,Marble Flooring,Marble,INT-10475,Green Marble Flooring Style 475,Polished,Pattern,Green,Bedroom
476,Kitchen Cabinet,Laminate,INT-10476,Grey Kitchen Cabinet Style 476,Natural,Linear,Grey,Office
477,False Ceiling,Gypsum,INT-10477,Green False Ceiling Style 477,Textured,Concrete,Green,Bathroom
